,sh,phylum,class,order,family,genus,species
166077,GELB01011123.4683.6481,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,Sparassis latifolia
166123,HQ191340.1.2446,Incertae Sedis,Lobulomycetales,Lobulomycetaceae,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
166151,EU348783.1.1738,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
166156,EU360882.1.1612,Ascomycota,Lecanoromycetes,Peltigerales,Nephroma,Nephroma,Nephroma bellum
166200,DQ099675.1.1354,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,Stereocaulon leucophaeopsis
166232,DQ145756.1.1704,Basidiomycota,Pucciniomycetes,Pucciniales,Raveneliaceae,Ravenelia,Ravenelia esculenta
166238,GBGR01028812.1.1691,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Punica granatum (pomegranate)
166245,DQ173144.1.1648,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium parasiticum
166257,DQ198787.1.1561,Basidiomycota,Pucciniomycetes,Septobasidium carestianum,,Septobasidium,Septobasidium carestianum
166311,DQ234563.1.1788,Basidiomycota,Pucciniomycetes,Platygloeaceae,Platygloea,Platygloea,Platygloea disciformis
166368,HQ191383.1.2353,Incertae Sedis,Rhizophydiales,Kappamycetaceae,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
166473,DQ842039.1.1734,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Plicaria,Plicaria leiocarpa
166477,DQ862049.1.1645,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Cryptosporella,Cryptosporella hypodermia
166479,DQ873621.1.1777,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon nespori
166480,DQ873656.1.1778,Basidiomycota,Agaricomycetes,Hymenochaetales,Tubulicrinaceae,Tubulicrinis,Tubulicrinis hirtellus
166485,DQ898289.1.1730,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pseudopyrenochaeta lycopersici
166497,DQ915464.1.1718,Basidiomycota,Agaricomycetes,Polyporales,Incertae Sedis,Marchandiomyces,Marchandiomyces corallinus
166506,KR779281.1.1521,,,,,,
166621,GU972216.1.1383,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured organism
166663,DQ367452.1.1316,Kickxellomycotina,Harpellales,Harpellaceae,Harpella,Harpella,Harpella melusinae
166670,DQ384067.1.1708,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella angulata
166700,KP322972.1.1588,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Gjaerumiaceae,Gjaerumia,Gjaerumia minor
166706,DQ247809.1.1449,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermea,Dermea acerina
166755,DQ437075.1.1697,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia reukaufii
166771,DQ444858.1.1766,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe coccinea
166780,GQ995271.1.1776,Incertae Sedis,Spizellomycetales,Powellomycetaceae,Geranomyces,uncultured,uncultured Chytridiomycota
166786,DQ457623.1.1802,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe mutata
166796,DQ465341.1.1737,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoarmillariella,Pseudoarmillariella ectypoides
166871,DQ322623.1.1792,Incertae Sedis,Incertae Sedis,Synchytriaceae,Synchytrium,Synchytrium,Synchytrium macrosporum
166872,DQ322629.1.1787,Glomeromycotina,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus,Paraglomus occultum
166879,DQ334336.1.1781,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum
166936,EF689844.1.1601,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placidium,Placidium arboreum
166945,EU011664.1.1730,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae (baker's yeast)
166946,EU011699.1.1723,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
166947,EU011713.1.1721,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
166948,EU011726.1.1725,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea populi
167012,EF137360.1.1708,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Capnobotryella,Capnobotryella renispora
167044,DQ198798.1.1659,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogena,Phleogena,Phleogena faginea
167073,DQ367418.1.1711,Basidiomycota,Agaricomycetes,Agaricales,Rugosomyces,Rugosomyces,Rugosomyces carneus
167082,DQ367460.1.1800,Kickxellomycotina,Harpellales,Harpellaceae,Harpella,Harpella,Harpella meridianalis
167105,DQ520100.1.3368,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Tremiscus,Guepinia helvelloides
167108,DQ521605.1.1742,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora chaetospira
167152,DQ534686.1.1791,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,Paxillus filamentosus
167158,DQ536481.1.1783,Incertae Sedis,Neocallimastigales,Neocallimastigaceae,Cyllamyces,Cyllamyces,Cyllamyces aberensis
167185,DQ645507.1.1777,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Cintractia,Cintractia limitata
167187,DQ646528.1.1773,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,Geopora cooperi f. gilkeyae
167213,DQ678027.1.1580,Ascomycota,Dothideomycetes,Pleosporales,Pleomassaria,Pleomassaria,Pleomassaria siparia
167214,DQ678042.1.1580,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe phaseoli
167272,DQ322622.1.1771,Incertae Sedis,Rhizophydiales,Boothiomyces,Boothiomyces macroporosum,Boothiomyces,Boothiomyces macroporosum
167273,DQ322628.1.1759,Mucoromycotina,Endogonales,Endogonaceae,Endogone,Endogone,Endogone pisiformis
167351,DQ437079.1.1613,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica
167367,DQ457626.1.1789,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius lignyotus
167372,GCRV01001012.66.1890,Entomophthoromycotina,Entomophthorales,Entomophthoraceae,Furia,insect,insect metagenome
167378,DQ471002.1.1574,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Meria,Meria laricis
167433,EF441992.1.1770,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis omnivora
167440,HQ219382.1.2383,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Georgefischeriaceae,uncultured,uncultured Dikarya
167455,DQ354549.1.1722,Basidiomycota,Pucciniomycetes,Pucciniales,Trachyspora,Trachyspora,Trachyspora intrusa
167459,DQ363313.1.1577,Basidiomycota,Exobasidiomycetes,Microstromatales,Microstromataceae,Microstroma,Pseudomicrostroma juglandis
167465,DQ367459.1.1813,Kickxellomycotina,Harpellales,Legeriomycetaceae,Plecopteromyces,Plecopteromyces,Plecopteromyces sp. 39-2-1
167507,GENC01023621.369.2308,Entomophthoromycotina,Entomophthorales,Entomophthoraceae,Entomophthora,Entomophthora,Entomophthora muscae
167541,EU167564.1.3040,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta exitialis
167545,EU167592.1.3039,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium sp. CBS 266.53
167600,DQ520640.1.1778,Zoopagomycotina,Zoopagales,Cochlonema,Cochlonema euryblastum,Cochlonema,Cochlonema euryblastum
167616,DQ536484.1.1801,Incertae Sedis,Chytridiales,Incertae Sedis,Pseudorhizidium,Pseudorhizidium,Pseudorhizidium endosporangiatum
167620,DQ437078.1.1735,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium pullulans
167627,DQ645513.1.1799,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma gastrica
167629,DQ646531.1.1778,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,Lamprospora ascoboloides
167631,DQ646540.1.1785,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyella,Pachyella clypeata
167632,DQ440644.1.1750,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,Hemimycena gracilis
167640,DQ444860.1.1787,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus flavodiscus
167654,DQ457625.1.1792,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Lachnocladium,Lachnocladium sp. BK171002-23
167667,DQ678009.1.1608,Ascomycota,Dothideomycetes,Pleosporales,Incertae Sedis,Camarosporium,Camarosporidiella elongata
167674,DQ471012.1.1555,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,Diatrype disciformis
167678,DQ471038.1.1342,Ascomycota,Sordariomycetes,Microascales,Graphiaceae,Graphium,Graphium penicillioides
167715,DQ831012.1.1786,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces bullatus
167742,DQ832206.1.2196,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Sakaguchia,Sakaguchia dacryoidea
167792,CP022810.54366.56153,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
167798,DQ520103.1.3493,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Craterocolla,Craterocolla cerasi
167810,DQ534676.1.1767,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus pallidus
167811,DQ534687.1.1509,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
167812,DQ536471.1.1770,Mucoromycotina,Endogonales,Endogonaceae,Endogone,Jimgerdemannia,Jimgerdemannia lactiflua
167813,DQ536483.1.1651,Incertae Sedis,Chytridiales,Chytriomycetaceae,Rhizoclosmatium,Chytriomyces,Chytriomyces sp. JEL378
167824,DQ646553.1.1771,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea woolhopeia
167825,DQ655698.1.1721,Ascomycota,Saccharomycetes,Saccharomycetales,Candida,Candida,Candida ascalaphidarum
167836,DQ677994.1.1665,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria eureka
167837,DQ678007.1.1682,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe veneta
167838,DQ678031.1.1613,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
167847,EU263612.1.1462,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia lignicola
167878,EU342918.1.1672,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua var. exigua
167879,EU342948.1.1672,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua var. exigua
167880,EU342954.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia endophylla
167881,EU342971.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia endophylla
167883,EU342991.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia endophylla
167885,EU343021.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neocatenulostroma,Neocatenulostroma microsporum
167886,EU343051.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neocatenulostroma,Neocatenulostroma microsporum
167887,EU343067.1.1669,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neocatenulostroma,Neocatenulostroma microsporum
167889,EU343102.1.1672,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium herbarum
167892,EU343116.1.1672,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium herbarum
167928,CP022863.19292.21079,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
167931,KP148843.1.1287,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,fungal sp. J15 ZM-2014
167936,CP022322.276614.278408,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans var. grubii
167943,CP022810.36738.38524,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
167954,DQ787821.1.1704,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Melastiza,Melastiza rubra
167956,DQ810192.1.1706,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Aspergillus sp. TZ3606
167960,DQ823110.1.1621,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrgillus,Pyrgillus javanicus
167961,DQ831026.1.1793,Basidiomycota,Agaricomycetes,Pseudohydnum gelatinosum,,Pseudohydnum,Pseudohydnum gelatinosum
168049,EF550363.1.1722,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,[Candida] ethanolica
168050,EF550372.1.1721,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia fermentans
168051,EF550383.1.1720,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Issatchenkia sp. NRRL Y-12827
168053,EF550388.1.1724,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia cephalocereana
168060,EF550451.1.1674,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera-Candida,Cyberlindnera-Candida clade
168069,HQ191282.1.3527,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,uncultured Dikarya
168071,HQ191339.1.2342,Incertae Sedis,Gromochytriales,Gromochytriaceae,uncultured,uncultured,uncultured Chytridiomycota
168107,DQ787819.1.1695,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,Geopora perprolata
168109,DQ810191.1.1721,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Penicillium sp. TP0307
168114,DQ831024.1.1393,Basidiomycota,Pucciniomycetes,Pucciniales,Phakopsoraceae,Prospodium,Prospodium lippiae
168160,EU367462.1.1682,Ascomycota,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,Jattaea,Jattaea algeriensis
168176,KT362375.1.1703,Incertae Sedis,Chytridiales,Chytridiaceae,Dendrochytridium,Chytridiaceae,Chytridiaceae sp. PML-2015
168258,DQ883705.1.1621,Ascomycota,Arthoniomycetes,Arthoniales,Roccellographa,Roccellographa,Roccellographa cretacea
168263,DQ898290.1.1770,Ascomycota,Dothideomycetes,Pleosporales,Herpotrichia,Herpotrichia,Herpotrichia parasitica
168264,DQ898716.1.1453,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,Sistotrema oblongisporum
168284,CP022810.27977.29764,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
168290,DQ915465.1.1701,Basidiomycota,Agaricomycetes,Polyporales,Incertae Sedis,Marchandiomyces,Marchandiomyces lignicola
168315,GU972193.1.1383,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured organism
168342,EF016371.1.2340,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora minutissima
168368,DQ836901.1.1596,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Doratomyces,Cephalotrichum stemonitis
168369,DQ838792.1.1794,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps myrmecophila
168380,DQ883784.1.3025,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,Ramalina complanata
168385,DQ898740.1.1775,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium simile
168409,DQ915484.1.1673,Ascomycota,Dothideomycetes,Incertae Sedis,Incertae Sedis,Catinella,Catinella olivacea
168428,DQ873632.1.1778,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Hyphodontia,Hyphodontia sp. H Berglund 1117
168436,DQ898739.1.1774,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium obtusisporum
168451,KT582243.1.1695,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,fungal sp. ZJ10
168452,KT582285.1.1660,Ascomycota,Dothideomycetes,Capnodiales,Dothideomycetes sp. GS-2016a,Dothideomycetes,Dothideomycetes sp. GS-2016a
168457,AB902263.1.1763,uncultured,,,,,
168515,GQ995302.1.1780,Incertae Sedis,Spizellomycetales,Powellomycetaceae,Geranomyces,uncultured,uncultured Chytridiomycota
168518,GQ995332.1.1776,Incertae Sedis,Incertae Sedis,Incertae Sedis,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
168544,KJ907784.1.1799,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acidomyces,uncultured Acidomyces
168576,CP025762.1489692.1491482,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii VGII R265
168641,EF631620.1.1702,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton schoenleinii
168653,GDFX01000012.783.2554,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora,Corollospora maritima
168705,EF120579.1.1719,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathospora,Candida alai
168711,EF137362.1.1708,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Zasmidium cellare
168787,GU972207.1.1384,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured organism
168792,GU972221.1.1384,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncultured organism
168813,EF689863.1.3956,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Placopyrenium,Placopyrenium canellum
168839,EU011679.1.1709,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
168841,EU011690.1.1720,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
168872,CR380958.1448987.1450786,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces-Candida,Nakaseomyces-Candida clade
169037,EU011741.1.1686,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Phaffomyces,Phaffomyces thermotolerans
169043,CP025182.1890248.1892024,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
169112,D66881.1.3377,Basidiomycota,Spiculogloeomycetes,Spiculogloeales,Spiculogloeaceae,Phyllozyma,Phyllozyma dimmennae
169116,D78327.1.1736,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera hannae
169157,GQ995309.1.1777,Incertae Sedis,uncultured,uncultured Chytridiomycota,,uncultured,uncultured Chytridiomycota
169222,GQ995248.1.1768,Incertae Sedis,Chytridiales,Incertae Sedis,uncultured Chytridiomycota,uncultured,uncultured Chytridiomycota
169225,DQ363312.1.1579,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Georgefischeriaceae,Georgefischeria,Georgefischeria riveae
169329,CP026300.445807.447596,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae (baker's yeast)
169354,KT582242.1.1698,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,fungal sp. ZJ7
169362,KT587317.1.1525,Ascomycota,Dothideomycetes,Pleosporales,Roussoellaceae,Roussoella,Roussoellaceae sp. MUT 4886
169391,CP028774.2736846.2738611,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii
169394,DQ089017.1.1782,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Rhodocybe,Rhodocybe mundula
169399,DQ092922.1.1792,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Termitomyces,Termitomyces sp. ZA164
169439,EF441994.1.1807,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis omnivora
169446,HQ219384.1.2302,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,uncultured,uncultured Dikarya
169457,EF441971.1.1629,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Sistotrema,uncultured Basidiomycota
169465,EF134948.1.1775,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Schizothyrium,Schizothyrium pomi
169467,EF137365.1.1705,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia perforans
169468,EF141322.1.1626,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica
169507,EF211128.1.3030,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Penicillium sp. IFB-E022
169515,DQ435814.1.1796,Basidiomycota,Agaricomycetes,Agaricales,Chrysomphalina,Chrysomphalina,Chrysomphalina chrysophylla
169525,EU075347.1.1301,Incertae Sedis,Binucleata daphniae,,,Binucleata,Binucleata daphniae
169550,CP030973.446001.447790,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii
169586,DQ471001.1.1703,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Orbilia auricolor
169592,DQ471017.1.1471,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia endophylla
169605,KT199385.1.1202,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Hamaspora,Hamaspora acutissima
169666,EF152418.1.1725,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida-Lodderomyces,Candida-Lodderomyces clade
169781,D14006.1.1755,Basidiomycota,Exobasidiomycetes,Microstromatales,Incertae Sedis,Sympodiomycopsis,Sympodiomycopsis paphiopedili
169794,D64118.1.1730,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Ballistosporomyces,Ballistosporomyces xanthus
